task,horizon_weeks,run_id,target,model,feature_set,n_test,n_folds,mae,rmse,r2,direction_accuracy,mean_actual_return,mean_predicted_return,threshold,accuracy,balanced_accuracy_present_classes,macro_f1,n_down,n_flat,n_up,extreme_event_rate,has_both_extreme_classes,confusion_matrix_labels,confusion_matrix,estimator,validation_scheme,train_window_weeks,transaction_cost_bps,buffer_bps,trade_threshold,allow_short,trade_count,trade_frequency,hit_rate_traded_weeks,average_return_traded_weeks,average_predicted_return_traded_weeks,strategy_total_return,benchmark_total_return,strategy_annual_return,strategy_annual_vol,strategy_sharpe,benchmark_sharpe,max_drawdown,mean_position,turnover,high_vol_quantile,spearman_corr,mean_actual_volatility,mean_predicted_volatility,high_vol_accuracy,high_vol_balanced_accuracy,high_vol_rate_actual,high_vol_rate_predicted
expected_return,13,price_calendar_ai_gdelt_ridge,next_week_log_return,,price_calendar_ai_gdelt,163,13,0.053207658134134285,0.06532459284532967,-0.034774538071722594,0.5828220858895705,,,,,,,,,,,,,,ridge,expanding,,5.0,25.0,0.003,False,60.0,0.36809815950920244,0.45,-0.0034532637713388325,0.023972731128892272,-0.2119516445953873,-0.9884694633616119,-0.07317346175098183,0.24112934891445925,-0.31513730243863897,-3.074421471563652,-0.6472393022894529,0.36809815950920244,0.3803680981595092,,,,,,,,
expected_return,13,price_calendar_ai_hgb,next_week_log_return,,price_calendar_ai,163,13,0.06026373532525866,0.07418565249207006,-0.33454171167515634,0.5214723926380368,,,,,,,,,,,,,,hgb,expanding,,5.0,25.0,0.003,False,51.0,0.3128834355828221,0.3333333333333333,-0.023266485628988205,0.03185610056723061,-0.7025742803671031,-0.9884694633616119,-0.3207994079645272,0.23232144398097754,-1.665101446042851,-3.074421471563652,-0.7321350152349769,0.3128834355828221,0.31901840490797545,,,,,,,,
expected_return,13,price_calendar_ai_ridge,next_week_log_return,,price_calendar_ai,163,13,0.05336820446584623,0.06642580662833877,-0.06995616264491233,0.5705521472392638,,,,,,,,,,,,,,ridge,expanding,,5.0,25.0,0.003,False,59.0,0.3619631901840491,0.423728813559322,-0.013876443923208208,0.02105053732334952,-0.5720334289479556,-0.9884694633616119,-0.23719600768947713,0.2598320167019426,-1.0420354463948136,-3.074421471563652,-0.7681532022690354,0.3619631901840491,0.36809815950920244,,,,,,,,
expected_return,13,price_calendar_gdelt_hgb,next_week_log_return,,price_calendar_gdelt,163,13,0.0628400557144579,0.07686968825825824,-0.43285601235434257,0.4601226993865031,,,,,,,,,,,,,,hgb,expanding,,5.0,25.0,0.003,False,52.0,0.31901840490797545,0.23076923076923078,-0.03580920869281846,0.032042984331811984,-0.8483346533322241,-0.9884694633616119,-0.4521171908962507,0.28760949817429615,-2.0920514472701526,-3.074421471563652,-0.8653284685388616,0.31901840490797545,0.294478527607362,,,,,,,,
expected_return,13,price_calendar_gdelt_ridge,next_week_log_return,,price_calendar_gdelt,163,13,0.0540382079563217,0.06609186387411883,-0.05922521370592282,0.5828220858895705,,,,,,,,,,,,,,ridge,expanding,,5.0,25.0,0.003,False,44.0,0.26993865030674846,0.4318181818181818,-0.007085721208280882,0.024263139093726807,-0.28163086982541896,-0.9884694633616119,-0.10014556776694483,0.22643255819586464,-0.4660207504764542,-3.074421471563652,-0.6506863477602609,0.26993865030674846,0.2331288343558282,,,,,,,,
expected_return,13,price_calendar_hgb,next_week_log_return,,price_calendar,163,13,0.06035568852048966,0.07225062883167847,-0.2658305514199306,0.49693251533742333,,,,,,,,,,,,,,hgb,expanding,,5.0,25.0,0.003,False,38.0,0.2331288343558282,0.23684210526315788,-0.025241688115096854,0.034555012760194466,-0.6251330621477666,-0.9884694633616119,-0.2687616425035271,0.167251165950547,-1.8715313591757843,-3.074421471563652,-0.6471394599872722,0.2331288343558282,0.26993865030674846,,,,,,,,
expected_return,13,price_calendar_ridge,next_week_log_return,,price_calendar,163,13,0.053096226277340654,0.06498019494383224,-0.023892426343738338,0.5828220858895705,,,,,,,,,,,,,,ridge,expanding,,5.0,25.0,0.003,False,40.0,0.24539877300613497,0.375,-0.017527099440016035,0.017092534558981992,-0.5123142217754771,-0.9884694633616119,-0.20473668483586538,0.22636829311331033,-1.0119880393737928,-3.074421471563652,-0.7055738871917583,0.24539877300613497,0.2085889570552147,,,,,,,,
expected_return,13,price_gdelt_hgb,next_week_log_return,,price_gdelt,163,13,0.0630318851105501,0.07841288659746092,-0.49096412660798294,0.48466257668711654,,,,,,,,,,,,,,hgb,expanding,,5.0,25.0,0.003,False,52.0,0.31901840490797545,0.2692307692307692,-0.045201112444257244,0.024535237600740837,-0.9074917868043711,-0.9884694633616119,-0.5320575053683738,0.291127336891773,-2.608514450895644,-3.074421471563652,-0.9212824185910071,0.31901840490797545,0.36809815950920244,,,,,,,,
expected_return,13,price_gdelt_ridge,next_week_log_return,,price_gdelt,163,13,0.05494047177204994,0.06880518822958259,-0.1479809606141227,0.588957055214724,,,,,,,,,,,,,,ridge,expanding,,5.0,25.0,0.003,False,30.0,0.18404907975460122,0.3333333333333333,-0.0341238835031112,0.02225481544016554,-0.6453828439488095,-0.9884694633616119,-0.2816020717207286,0.24661060639971202,-1.3411087650487734,-3.074421471563652,-0.74424404336325,0.18404907975460122,0.15950920245398773,,,,,,,,
expected_return,13,price_only_hgb,next_week_log_return,,price_only,163,13,0.05882262780020911,0.0750005207142272,-0.3640204075366995,0.5276073619631901,,,,,,,,,,,,,,hgb,expanding,,5.0,25.0,0.003,False,40.0,0.24539877300613497,0.25,-0.03611897652527622,0.022680743732763714,-0.7700191101250344,-0.9884694633616119,-0.3742974566901224,0.21299417029696285,-2.2013757023915805,-3.074421471563652,-0.7900816280364694,0.24539877300613497,0.3067484662576687,,,,,,,,
expected_return,13,price_only_ridge,next_week_log_return,,price_only,163,13,0.05341151296066053,0.06690678503391535,-0.08550701542442063,0.5828220858895705,,,,,,,,,,,,,,ridge,expanding,,5.0,25.0,0.003,False,7.0,0.04294478527607362,0.14285714285714285,-0.046837376122634326,0.020754862105453138,-0.2809767842636971,-0.9884694633616119,-0.09988426722679733,0.10196681620504716,-1.0320213562736607,-3.074421471563652,-0.2809767842636971,0.04294478527607362,0.024539877300613498,,,,,,,,
